Segment,Number of Speakers,Number of Speeches,Number of Speeches per Speaker
ES2013c_0340_0350,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0350_0360,2,3,"[2, 1, 0, 0, 0]"
ES2013c_0360_0370,2,3,"[2, 1, 0, 0, 0]"
ES2013c_0370_0380,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0380_0390,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0390_0400,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0400_0410,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0410_0420,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0420_0430,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0430_0440,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0440_0450,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0450_0460,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0460_0470,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0470_0480,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0480_0490,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0490_0500,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0500_0510,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0510_0520,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0520_0530,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0530_0540,4,7,"[3, 2, 1, 1, 0]"
ES2013c_0540_0550,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0550_0560,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0560_0570,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0570_0580,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0580_0590,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0590_0600,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0600_0610,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0610_0620,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0620_0630,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0630_0640,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0640_0650,2,4,"[2, 2, 0, 0, 0]"
ES2013c_0650_0660,3,3,"[1, 1, 1, 0, 0]"
ES2013c_0660_0670,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0670_0680,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0680_0690,3,6,"[3, 2, 1, 0, 0]"
ES2013c_0690_0700,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0700_0710,3,6,"[3, 2, 1, 0, 0]"
ES2013c_0710_0720,3,8,"[4, 2, 2, 0, 0]"
ES2013c_0720_0730,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0730_0740,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0740_0750,2,3,"[2, 1, 0, 0, 0]"
ES2013c_0750_0760,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0760_0770,3,11,"[5, 4, 2, 0, 0]"
ES2013c_0770_0780,3,13,"[6, 5, 2, 0, 0]"
ES2013c_0780_0790,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0790_0800,3,4,"[2, 1, 1, 0, 0]"
ES2013c_0800_0810,2,2,"[1, 1, 0, 0, 0]"
ES2013c_0810_0820,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0820_0830,2,6,"[3, 3, 0, 0, 0]"
ES2013c_0830_0840,2,4,"[2, 2, 0, 0, 0]"
ES2013c_0840_0850,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0850_0860,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0860_0870,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0870_0880,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0880_0890,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0890_0900,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0900_0910,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0910_0920,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0920_0930,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0930_0940,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0940_0950,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0950_0960,2,3,"[2, 1, 0, 0, 0]"
ES2013c_0960_0970,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0970_0980,2,10,"[5, 5, 0, 0, 0]"
ES2013c_0980_0990,1,1,"[1, 0, 0, 0, 0]"
ES2013c_0990_1000,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1000_1010,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1010_1020,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1020_1030,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1030_1040,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1040_1050,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1050_1060,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1060_1070,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1070_1080,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1080_1090,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1090_1100,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1100_1110,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1110_1120,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1120_1130,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1130_1140,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1140_1150,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1150_1160,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1160_1170,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1170_1180,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1180_1190,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1190_1200,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1200_1210,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1210_1220,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1220_1230,3,4,"[2, 1, 1, 0, 0]"
ES2013c_1230_1240,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1240_1250,3,11,"[5, 5, 1, 0, 0]"
ES2013c_1250_1260,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1260_1270,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1270_1280,4,4,"[1, 1, 1, 1, 0]"
ES2013c_1280_1290,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1290_1300,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1310_1320,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1320_1330,3,8,"[3, 3, 2, 0, 0]"
ES2013c_1330_1340,2,11,"[6, 5, 0, 0, 0]"
ES2013c_1340_1350,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1350_1360,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1360_1370,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1370_1380,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1380_1390,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1390_1400,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1400_1410,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1410_1420,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1420_1430,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1430_1440,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1440_1450,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1450_1460,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1460_1470,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1470_1480,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1480_1490,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1490_1500,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1500_1510,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1510_1520,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1520_1530,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1530_1540,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1540_1550,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1550_1560,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1560_1570,2,6,"[3, 3, 0, 0, 0]"
ES2013c_1570_1580,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1580_1590,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1590_1600,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1600_1610,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1610_1620,3,11,"[4, 4, 3, 0, 0]"
ES2013c_1620_1630,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1630_1640,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1640_1650,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1650_1660,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1660_1670,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1670_1680,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1680_1690,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1690_1700,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1700_1710,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1710_1720,3,13,"[6, 6, 1, 0, 0]"
ES2013c_1720_1730,2,7,"[4, 3, 0, 0, 0]"
ES2013c_1730_1740,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1740_1750,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1750_1760,3,4,"[2, 1, 1, 0, 0]"
ES2013c_1760_1770,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1770_1780,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1780_1790,2,4,"[2, 2, 0, 0, 0]"
ES2013c_1790_1800,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1800_1810,2,4,"[2, 2, 0, 0, 0]"
ES2013c_1810_1820,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1820_1830,3,12,"[5, 4, 3, 0, 0]"
ES2013c_1830_1840,3,12,"[5, 4, 3, 0, 0]"
ES2013c_1840_1850,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1850_1860,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1860_1870,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1870_1880,2,2,"[1, 1, 0, 0, 0]"
ES2013c_1880_1890,2,3,"[2, 1, 0, 0, 0]"
ES2013c_1890_1900,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1900_1910,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1910_1920,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1920_1930,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1930_1940,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1940_1950,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1950_1960,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1960_1970,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1970_1980,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1980_1990,1,1,"[1, 0, 0, 0, 0]"
ES2013c_1990_2000,2,4,"[2, 2, 0, 0, 0]"
ES2013c_2000_2010,2,4,"[2, 2, 0, 0, 0]"
ES2013c_2010_2020,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2020_2030,2,7,"[4, 3, 0, 0, 0]"
ES2013c_2030_2040,3,15,"[7, 7, 1, 0, 0]"
ES2013c_2040_2050,2,5,"[3, 2, 0, 0, 0]"
ES2013c_2050_2060,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2060_2070,3,7,"[3, 2, 2, 0, 0]"
ES2013c_2070_2080,3,5,"[2, 2, 1, 0, 0]"
ES2013c_2080_2090,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2090_2100,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2100_2110,2,3,"[2, 1, 0, 0, 0]"
ES2013c_2110_2120,2,9,"[5, 4, 0, 0, 0]"
ES2013c_2120_2130,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2130_2140,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2140_2150,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2150_2160,3,7,"[3, 3, 1, 0, 0]"
ES2013c_2160_2170,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2170_2180,3,4,"[2, 1, 1, 0, 0]"
ES2013c_2180_2190,3,14,"[7, 6, 1, 0, 0]"
ES2013c_2190_2200,4,11,"[5, 3, 2, 1, 0]"
ES2013c_2200_2210,3,9,"[4, 3, 2, 0, 0]"
ES2013c_2210_2220,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2220_2230,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2230_2240,2,12,"[6, 6, 0, 0, 0]"
ES2013c_2240_2250,3,3,"[1, 1, 1, 0, 0]"
ES2013c_2250_2260,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2260_2270,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2270_2280,3,9,"[4, 3, 2, 0, 0]"
ES2013c_2280_2290,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2290_2300,2,2,"[1, 1, 0, 0, 0]"
ES2013c_2300_2310,2,4,"[2, 2, 0, 0, 0]"
ES2013c_2310_2320,2,3,"[2, 1, 0, 0, 0]"
ES2013c_2320_2330,1,1,"[1, 0, 0, 0, 0]"
ES2013c_2330_2340,2,3,"[2, 1, 0, 0, 0]"
ES2013c_2340_2350,3,6,"[3, 2, 1, 0, 0]"
ES2013c_2350_2360,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0010_0020,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0020_0030,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0030_0040,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0040_0050,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0050_0060,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0060_0070,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0080_0090,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0090_0100,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0100_0110,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0110_0120,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0120_0130,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0130_0140,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0140_0150,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0150_0160,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0160_0170,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0170_0180,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0180_0190,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0190_0200,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0200_0210,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0210_0220,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0220_0230,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0230_0240,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0240_0250,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0250_0260,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0260_0270,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0270_0280,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0280_0290,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0290_0300,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0300_0310,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0310_0320,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0320_0330,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0330_0340,3,5,"[3, 1, 1, 0, 0]"
ES2013d_0340_0350,3,7,"[3, 2, 2, 0, 0]"
ES2013d_0350_0360,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0360_0370,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0370_0380,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0380_0390,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0390_0400,2,3,"[2, 1, 0, 0, 0]"
ES2013d_0400_0410,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0410_0420,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0420_0430,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0430_0440,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0440_0450,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0450_0460,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0460_0470,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0470_0480,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0480_0490,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0490_0500,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0500_0510,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0510_0520,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0520_0530,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0530_0540,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0540_0550,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0550_0560,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0560_0570,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0570_0580,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0580_0590,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0590_0600,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0600_0610,2,6,"[3, 3, 0, 0, 0]"
ES2013d_0610_0620,2,5,"[3, 2, 0, 0, 0]"
ES2013d_0620_0630,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0630_0640,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0640_0650,2,5,"[3, 2, 0, 0, 0]"
ES2013d_0650_0660,3,3,"[1, 1, 1, 0, 0]"
ES2013d_0660_0670,3,6,"[3, 2, 1, 0, 0]"
ES2013d_0670_0680,2,4,"[2, 2, 0, 0, 0]"
ES2013d_0680_0690,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0690_0700,2,4,"[2, 2, 0, 0, 0]"
ES2013d_0700_0710,2,3,"[2, 1, 0, 0, 0]"
ES2013d_0710_0720,3,6,"[3, 2, 1, 0, 0]"
ES2013d_0720_0730,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0730_0740,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0740_0750,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0750_0760,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0760_0770,3,5,"[2, 2, 1, 0, 0]"
ES2013d_0780_0790,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0800_0810,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0810_0820,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0820_0830,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0830_0840,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0840_0850,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0850_0860,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0880_0890,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0890_0900,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0900_0910,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0910_0920,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0920_0930,2,4,"[2, 2, 0, 0, 0]"
ES2013d_0930_0940,3,5,"[2, 2, 1, 0, 0]"
ES2013d_0940_0950,2,3,"[2, 1, 0, 0, 0]"
ES2013d_0950_0960,2,2,"[1, 1, 0, 0, 0]"
ES2013d_0960_0970,1,1,"[1, 0, 0, 0, 0]"
ES2013d_0970_0980,2,3,"[2, 1, 0, 0, 0]"
ES2013d_0980_0990,2,9,"[5, 4, 0, 0, 0]"
ES2013d_0990_1000,4,10,"[4, 2, 2, 2, 0]"
ES2013d_1000_1010,3,4,"[2, 1, 1, 0, 0]"
ES2013d_1010_1020,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1020_1030,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1030_1040,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1040_1050,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1050_1060,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1060_1070,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1070_1080,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1080_1090,3,20,"[10, 9, 1, 0, 0]"
ES2013d_1090_1100,3,10,"[5, 4, 1, 0, 0]"
ES2013d_1100_1110,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1110_1120,3,13,"[6, 6, 1, 0, 0]"
ES2013d_1120_1130,3,5,"[3, 1, 1, 0, 0]"
ES2013d_1130_1140,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1140_1150,3,7,"[3, 2, 2, 0, 0]"
ES2013d_1150_1160,4,9,"[3, 3, 2, 1, 0]"
ES2013d_1160_1170,3,5,"[3, 2, 0, 0, 0]"
ES2013d_1170_1180,4,13,"[5, 4, 3, 1, 0]"
ES2013d_1180_1190,3,6,"[3, 2, 1, 0, 0]"
ES2013d_1190_1200,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1200_1210,2,6,"[3, 3, 0, 0, 0]"
ES2013d_1210_1220,2,6,"[3, 3, 0, 0, 0]"
ES2013d_1220_1230,3,10,"[4, 3, 3, 0, 0]"
ES2013d_1230_1240,3,9,"[4, 3, 2, 0, 0]"
ES2013d_1240_1250,3,21,"[10, 7, 4, 0, 0]"
ES2013d_1250_1260,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1260_1270,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1270_1280,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1280_1290,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1290_1300,2,10,"[5, 5, 0, 0, 0]"
ES2013d_1300_1310,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1310_1320,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1320_1330,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1330_1340,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1340_1350,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1350_1360,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1360_1370,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1370_1380,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1380_1390,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1390_1400,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1400_1410,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1410_1420,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1420_1430,3,5,"[2, 2, 1, 0, 0]"
ES2013d_1430_1440,2,6,"[3, 3, 0, 0, 0]"
ES2013d_1440_1450,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1450_1460,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1470_1480,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1480_1490,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1490_1500,3,19,"[7, 7, 5, 0, 0]"
ES2013d_1500_1510,3,8,"[3, 3, 2, 0, 0]"
ES2013d_1510_1520,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1520_1530,3,14,"[7, 6, 1, 0, 0]"
ES2013d_1530_1540,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1540_1550,2,9,"[5, 4, 0, 0, 0]"
ES2013d_1550_1560,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1560_1570,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1570_1580,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1580_1590,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1590_1600,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1600_1610,3,5,"[2, 2, 1, 0, 0]"
ES2013d_1610_1620,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1620_1630,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1630_1640,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1640_1650,3,4,"[2, 1, 1, 0, 0]"
ES2013d_1650_1660,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1660_1670,2,4,"[2, 2, 0, 0, 0]"
ES2013d_1670_1680,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1680_1690,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1690_1700,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1700_1710,4,5,"[2, 1, 1, 1, 0]"
ES2013d_1710_1720,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1720_1730,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1730_1740,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1740_1750,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1750_1760,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1760_1770,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1770_1780,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1780_1790,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1790_1800,4,9,"[4, 2, 2, 1, 0]"
ES2013d_1800_1810,2,5,"[3, 2, 0, 0, 0]"
ES2013d_1810_1820,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1820_1830,1,1,"[1, 0, 0, 0, 0]"
ES2013d_1830_1840,2,2,"[1, 1, 0, 0, 0]"
ES2013d_1840_1850,2,8,"[4, 4, 0, 0, 0]"
ES2013d_1850_1860,4,6,"[2, 2, 1, 1, 0]"
ES2013d_1860_1870,2,3,"[2, 1, 0, 0, 0]"
ES2013d_1870_1880,4,15,"[5, 5, 3, 2, 0]"
ES2013d_1880_1890,4,8,"[3, 3, 1, 1, 0]"
ES2013d_1890_1900,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0060_0070,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0080_0090,2,5,"[3, 2, 0, 0, 0]"
ES2015a_0090_0100,2,3,"[2, 1, 0, 0, 0]"
ES2015a_0100_0110,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0120_0130,2,3,"[2, 1, 0, 0, 0]"
ES2015a_0130_0140,2,3,"[2, 1, 0, 0, 0]"
ES2015a_0140_0150,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0150_0160,2,2,"[1, 1, 0, 0, 0]"
ES2015a_0160_0170,3,4,"[2, 1, 1, 0, 0]"
ES2015a_0170_0180,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0180_0190,3,3,"[1, 1, 1, 0, 0]"
ES2015a_0190_0200,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0200_0210,2,2,"[1, 1, 0, 0, 0]"
ES2015a_0210_0220,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0220_0230,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0230_0240,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0240_0250,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0250_0260,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0260_0270,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0270_0280,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0280_0290,2,3,"[2, 1, 0, 0, 0]"
ES2015a_0290_0300,2,2,"[1, 1, 0, 0, 0]"
ES2015a_0310_0320,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0320_0330,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0330_0340,1,1,"[1, 0, 0, 0, 0]"
ES2015a_0340_0350,1,1,"[1, 0, 0, 0, 0]"
